date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
2014-11-23,66,59,62,80,Rain,6
2014-11-24,66,57,62,89,Rain,7
2014-11-25,71,62,66,91,Rain,7
2014-11-26,68,59,64,85,NA,6
2014-11-27,68,57,62,72,NA,2
2014-11-28,68,55,62,79,Rain,5
2014-11-29,64,53,58,68,Rain,4
2014-11-30,66,57,62,69,Rain,6
2014-12-01,62,53,58,69,Rain,6
2014-12-02,64,50,57,65,Rain,3
2014-12-03,66,50,58,73,NA,3
2014-12-04,68,57,62,68,NA,7
2014-12-05,71,59,65,79,NA,6
2014-12-06,71,59,65,81,Rain,7
2014-12-07,71,59,65,81,Rain,5
2014-12-08,71,62,66,86,Rain,7
2014-12-09,69,62,66,87,Rain,7
2014-12-10,75,62,68,81,Rain,6
2014-12-11,69,62,66,91,Rain,7
2014-12-12,64,60,62,77,Rain,6
2014-12-13,64,57,62,77,Rain,6
2014-12-14,64,57,60,88,Rain,7
2014-12-15,66,59,62,73,Rain,7
2014-12-16,64,59,62,73,Rain,8
2014-12-17,69,60,64,91,Rain-Thunderstorm,7
2014-12-18,71,62,66,85,Rain,7
2014-12-19,77,59,68,81,Fog,4
2014-12-20,71,62,66,96,Rain,7
2014-12-21,73,64,68,87,Rain,6
2014-12-22,71,60,66,76,NA,2
2014-12-23,75,57,66,77,NA,2
2014-12-24,73,62,68,75,NA,6
2014-12-25,71,59,65,73,NA,5
2014-12-26,73,59,66,69,NA,5
2014-12-27,73,59,66,73,NA,3
2014-12-28,73,59,66,77,Rain,5
2014-12-29,77,62,70,70,NA,6
2014-12-30,75,57,66,71,NA,3
2014-12-31,73,62,68,76,Rain,6
2015-01-01,69,60,64,71,Rain,5
2015-01-02,73,53,63,76,NA,4
2015-01-03,71,57,64,79,NA,5
2015-01-04,77,59,68,82,NA,2
2015-01-05,75,59,67,82,NA,6
2015-01-06,75,57,66,76,NA,4
2015-01-07,75,60,68,75,NA,3
2015-01-08,78,59,68,74,NA,5
2015-01-09,75,64,70,74,Rain,6
2015-01-10,77,60,68,80,NA,4
2015-01-11,75,64,70,71,NA,3
2015-01-12,77,66,72,77,NA,5
2015-01-13,75,64,70,73,NA,5
2015-01-14,75,60,68,71,NA,5
2015-01-15,78,60,69,74,NA,4
2015-01-16,78,62,70,69,NA,4
2015-01-17,77,64,70,84,Rain,7
2015-01-18,77,64,70,73,Rain,6
2015-01-19,78,64,71,74,Rain,5
2015-01-20,77,62,70,75,NA,3
2015-01-21,75,62,68,64,NA,4
2015-01-22,78,57,68,68,NA,3
2015-01-23,77,62,70,66,NA,5
2015-01-24,78,64,71,67,NA,5
2015-01-25,80,60,70,73,NA,5
2015-01-26,78,62,70,67,NA,6
2015-01-27,78,64,71,71,NA,6
2015-01-28,78,66,72,70,Rain,5
2015-01-29,82,64,73,71,NA,5
2015-01-30,82,64,73,73,NA,5
2015-01-31,75,68,72,84,Rain,6
2015-02-01,75,68,72,84,Rain,6
2015-02-02,82,66,74,77,Rain,5
2015-02-03,78,68,73,77,Rain,5
2015-02-04,69,60,64,84,Rain,5
2015-02-05,71,62,66,72,Rain,6
2015-02-06,69,60,64,69,Rain,6
2015-02-07,71,60,66,63,Rain,6
2015-02-08,71,62,66,73,NA,7
2015-02-09,75,64,70,76,NA,8
2015-02-10,77,64,70,75,Rain,6
2015-02-11,73,59,66,56,NA,6
2015-02-12,73,60,66,67,NA,7
2015-02-13,75,60,68,73,NA,7
2015-02-14,77,59,68,75,Rain,5
2015-02-15,73,60,66,72,Rain,5
2015-02-16,75,59,67,81,Rain,5
2015-02-17,75,57,66,76,NA,3
2015-02-18,75,59,67,77,NA,2
2015-02-19,75,57,66,76,Rain,2
2015-02-20,77,64,70,78,Rain,5
2015-02-21,77,62,70,84,Rain,6
2015-02-22,73,66,70,81,NA,6
2015-02-23,77,62,70,76,Rain,6
2015-02-24,73,62,68,73,Rain,6
2015-02-25,77,57,67,78,NA,1
2015-02-26,77,60,68,76,NA,3
2015-02-27,77,59,68,78,Thunderstorm,3
2015-02-28,77,59,68,77,NA,2
2015-03-01,80,60,70,74,NA,4
2015-03-02,78,62,70,74,NA,2
2015-03-03,77,62,70,74,Rain,4
2015-03-04,78,66,72,75,Rain,5
2015-03-05,78,62,70,80,NA,4
2015-03-06,77,64,72,84,Rain,6
2015-03-07,78,62,70,79,Rain,6
2015-03-08,73,62,68,71,Rain,6
2015-03-09,71,60,66,75,Rain,6
2015-03-10,75,60,68,76,NA,4
2015-03-11,75,59,67,78,NA,4
2015-03-12,78,64,71,80,NA,5
2015-03-13,78,60,69,76,NA,5
2015-03-14,82,60,71,77,NA,4
2015-03-15,73,62,68,80,Rain,4
2015-03-16,73,62,68,87,Rain,5
2015-03-17,71,62,66,76,Rain,4
2015-03-18,71,57,64,72,Rain,7
2015-03-19,71,55,63,74,Rain,6
2015-03-20,71,53,62,79,NA,4
2015-03-21,71,60,66,71,Rain,7
2015-03-22,73,57,65,70,NA,4
2015-03-23,71,59,65,71,Rain,6
2015-03-24,71,59,65,82,Rain,6
2015-03-25,75,57,66,82,Rain,4
2015-03-26,73,60,66,84,Rain,6
2015-03-27,75,60,68,89,Fog-Rain,7
2015-03-28,73,64,68,91,Rain,7
2015-03-29,73,62,68,84,Rain,5
2015-03-30,71,62,66,77,Rain,3
2015-03-31,71,62,66,70,NA,4
2015-04-01,71,53,62,79,NA,3
2015-04-02,71,53,62,85,NA,4
2015-04-03,69,57,63,80,Fog,3
2015-04-04,71,55,63,80,NA,4
2015-04-05,69,59,64,87,Rain,7
2015-04-06,73,60,66,81,NA,4
2015-04-07,73,60,66,80,NA,2
2015-04-08,75,60,68,79,NA,7
2015-04-09,71,66,68,87,Rain,5
2015-04-10,77,64,70,86,Rain,5
2015-04-11,69,59,64,79,Rain,4
2015-04-12,66,57,62,71,Rain,7
2015-04-13,66,51,58,84,Rain,6
2015-04-14,59,48,54,79,Rain,5
2015-04-15,64,46,55,75,Rain,5
2015-04-16,64,53,58,75,NA,6
2015-04-17,64,48,56,76,Rain,7
2015-04-18,62,53,58,87,Rain,6
2015-04-19,71,53,62,82,NA,3
2015-04-20,71,51,61,85,Fog,2
2015-04-21,69,51,60,89,Fog,1
2015-04-22,66,53,60,93,Fog,1
2015-04-23,68,55,62,90,Fog-Rain,5
2015-04-24,71,53,62,79,NA,4
2015-04-25,68,51,60,80,NA,5
2015-04-26,69,57,63,77,Rain,4
2015-04-27,71,64,68,89,Rain,7
2015-04-28,64,57,60,79,Rain-Thunderstorm,3
2015-04-29,64,53,58,78,Rain,4
2015-04-30,60,57,58,74,Rain,7
2015-05-01,64,46,55,83,NA,5
2015-05-02,62,50,56,79,Rain,7
2015-05-03,62,50,56,74,NA,8
2015-05-04,66,48,57,83,NA,6
2015-05-05,68,53,60,84,NA,3
2015-05-06,69,55,62,85,Rain,4
2015-05-07,71,62,66,91,Rain,5
2015-05-08,64,57,60,97,Rain,6
2015-05-09,66,55,60,86,NA,4
2015-05-10,66,55,60,80,Fog-Rain,4
2015-05-11,68,50,59,86,Fog,3
2015-05-12,62,57,60,82,Rain,6
2015-05-13,66,53,60,71,Rain,4
2015-05-14,66,53,60,85,Rain,6
2015-05-15,60,51,56,85,Rain,5
2015-05-16,60,48,54,78,Fog-Rain,3
2015-05-17,60,46,53,87,Rain,5
2015-05-18,60,46,53,85,Rain,6
2015-05-19,62,51,56,82,Rain,6
2015-05-20,60,44,52,87,Fog,6
2015-05-21,62,51,56,89,Rain,6
2015-05-22,62,51,56,81,Rain,3
2015-05-23,60,51,56,95,Rain,7
2015-05-24,59,53,56,77,Rain,5
2015-05-25,57,48,52,73,Rain,6
2015-05-26,57,51,54,78,Rain,5
2015-05-27,57,44,50,83,Rain,5
2015-05-28,57,41,49,80,NA,3
2015-05-29,57,39,48,91,Fog-Rain,4
2015-05-30,62,42,52,85,Fog,2
2015-05-31,62,51,56,90,Rain,6
2015-06-01,62,53,58,89,Rain,6
2015-06-02,68,53,60,91,Rain-Thunderstorm,5
2015-06-03,60,51,56,87,Rain-Hail,5
2015-06-04,60,53,56,88,Rain,5
2015-06-05,59,51,55,93,Fog-Rain,6
2015-06-06,59,46,52,94,Fog,6
2015-06-07,57,44,50,91,Fog-Rain,5
2015-06-08,60,42,51,91,Fog,4
2015-06-09,60,46,53,93,Fog,6
2015-06-10,62,51,56,77,Rain,6
2015-06-11,59,53,56,82,Rain,5
2015-06-12,60,51,56,74,Rain,6
2015-06-13,59,55,57,70,Rain,7
2015-06-14,60,53,58,83,Rain,5
2015-06-15,60,51,56,82,Rain,6
2015-06-16,55,41,48,68,Rain,3
2015-06-17,57,37,47,82,NA,6
2015-06-18,59,51,55,76,NA,7
2015-06-19,64,53,58,81,NA,6
2015-06-20,62,59,60,90,Rain,6
2015-06-21,59,50,54,78,Rain,6
2015-06-22,55,42,48,76,Rain,5
2015-06-23,50,37,44,72,NA,NA
2015-06-24,51,37,44,82,NA,2
2015-06-25,55,39,47,81,NA,5
2015-06-26,59,50,54,82,Rain,6
2015-06-27,59,53,56,78,Rain,5
2015-06-28,59,51,55,84,Rain,4
2015-06-29,59,51,55,82,Rain,5
2015-06-30,59,51,55,90,Rain,4
2015-07-01,59,50,54,84,Rain,4
2015-07-02,57,44,50,87,Rain,5
2015-07-03,60,44,52,89,Rain,6
2015-07-04,60,55,58,94,Rain,6
2015-07-05,57,53,55,84,Rain,5
2015-07-06,60,53,56,86,Rain,4
2015-07-07,62,51,56,91,Rain,7
2015-07-08,53,42,48,86,Rain,5
2015-07-09,50,39,44,66,NA,5
2015-07-10,50,39,44,70,NA,3
2015-07-11,53,35,44,82,NA,1
2015-07-12,51,35,43,85,NA,NA
2015-07-13,57,35,46,86,Fog,3
2015-07-14,57,44,50,78,Rain,4
2015-07-15,59,55,57,89,Rain,6
2015-07-16,59,50,54,95,Rain,4
2015-07-17,59,44,52,88,Rain,4
2015-07-18,60,44,52,91,Rain,6
2015-07-19,55,50,52,77,Rain,5
2015-07-20,57,50,54,82,Rain,5
2015-07-21,57,39,48,71,NA,6
2015-07-22,57,42,50,85,NA,5
2015-07-23,53,39,46,93,Fog,6
2015-07-24,55,44,50,88,Rain,7
2015-07-25,57,41,49,88,Fog-Rain,5
2015-07-26,59,50,54,92,Rain,7
2015-07-27,60,53,56,96,Rain,5
2015-07-28,60,48,54,88,Rain-Thunderstorm,4
2015-07-29,55,50,52,82,Rain,5
2015-07-30,53,41,47,72,NA,4
2015-07-31,57,44,50,87,Rain,6
2015-08-01,60,48,54,81,Rain,6
2015-08-02,60,50,55,91,Rain,6
2015-08-03,64,50,57,88,NA,4
2015-08-04,64,51,58,86,Rain,6
2015-08-05,59,51,55,97,Rain,7
2015-08-06,59,50,54,88,Rain,6
2015-08-07,55,50,52,84,Rain,6
2015-08-08,55,44,50,72,Rain,4
2015-08-09,53,41,48,85,Rain,5
2015-08-10,53,39,46,81,Rain,7
2015-08-11,51,39,45,76,NA,2
2015-08-12,53,39,46,79,NA,2
2015-08-13,57,35,46,83,NA,4
2015-08-14,59,51,55,83,Rain-Hail,6
2015-08-15,59,48,54,93,Rain,5
2015-08-16,59,50,54,85,Rain,5
2015-08-17,62,42,52,81,NA,4
2015-08-18,59,48,54,88,Rain,6
2015-08-19,59,50,54,88,Rain,5
2015-08-20,57,48,54,81,Rain,5
2015-08-21,55,41,48,81,Fog,3
2015-08-22,57,42,50,84,Rain,7
2015-08-23,60,48,54,81,NA,6
2015-08-24,62,48,55,81,NA,5
2015-08-25,59,51,55,87,Rain,7
2015-08-26,59,48,54,72,NA,5
2015-08-27,60,42,51,81,NA,4
2015-08-28,60,41,50,85,NA,5
2015-08-29,59,41,50,86,Fog-Rain,6
2015-08-30,62,53,58,97,Rain,7
2015-08-31,59,55,57,98,Fog-Rain,7
2015-09-01,64,53,58,91,Rain,6
2015-09-02,64,51,58,85,Rain,4
2015-09-03,59,51,55,85,Rain,6
2015-09-04,57,50,54,82,Rain,7
2015-09-05,59,50,54,82,Rain,6
2015-09-06,57,48,52,75,Rain,5
2015-09-07,57,50,54,73,Rain,5
2015-09-08,59,51,55,67,Rain,7
2015-09-09,59,48,54,78,Rain,6
2015-09-10,57,50,54,89,Rain,6
2015-09-11,55,48,52,75,Rain,5
2015-09-12,55,46,50,73,Rain,4
2015-09-13,59,50,55,82,NA,6
2015-09-14,60,44,52,92,Fog,4
2015-09-15,57,51,54,82,Rain,7
2015-09-16,59,53,56,79,Rain,7
2015-09-17,68,46,57,75,NA,5
2015-09-18,64,51,58,88,Rain,5
2015-09-19,60,51,56,84,Rain,6
2015-09-20,57,46,52,86,Rain-Hail,5
2015-09-21,57,48,52,76,Rain,6
2015-09-22,57,48,52,80,Rain,5
2015-09-23,59,51,55,85,Rain,7
2015-09-24,64,51,58,86,Rain,5
2015-09-25,64,51,58,77,Rain,5
2015-09-26,64,50,57,69,Rain,6
2015-09-27,62,44,53,73,Rain,5
2015-09-28,60,50,55,81,Rain,6
2015-09-29,62,44,53,78,NA,3
2015-09-30,64,44,54,80,NA,2
2015-10-01,66,50,58,78,NA,5
2015-10-02,66,51,58,85,Rain,6
2015-10-03,60,51,56,82,Rain,6
2015-10-04,60,53,56,80,NA,7
2015-10-05,60,53,56,74,NA,7
2015-10-06,62,51,56,77,NA,6
2015-10-07,62,53,58,78,NA,6
2015-10-08,60,53,56,75,Rain,6
2015-10-09,60,46,53,71,Rain,6
2015-10-10,60,50,55,78,Rain,6
2015-10-11,62,55,58,73,NA,7
2015-10-12,64,55,60,80,Rain,5
2015-10-13,64,51,58,79,Rain,5
2015-10-14,62,55,58,84,Rain,6
2015-10-15,60,55,58,72,NA,6
2015-10-16,60,55,58,73,NA,8
2015-10-17,62,55,58,75,Rain,7
2015-10-18,64,55,60,82,Rain,7
2015-10-19,60,53,56,74,Rain,5
2015-10-20,60,53,56,68,NA,5
2015-10-21,62,55,58,81,Rain,7
2015-10-22,64,55,60,79,Rain,6
2015-10-23,69,59,64,72,NA,6
2015-10-24,62,53,58,84,Rain,6
2015-10-25,60,48,54,81,NA,5
2015-10-26,64,48,56,76,NA,5
2015-10-27,64,55,60,77,NA,4
2015-10-28,66,50,58,77,NA,7
2015-10-29,64,57,60,88,Rain,7
2015-10-30,62,53,58,81,Rain,6
2015-10-31,62,53,58,70,NA,4
2015-11-01,62,51,56,69,NA,7
2015-11-02,62,50,56,82,Rain,5
2015-11-03,66,53,60,71,NA,6
2015-11-04,60,51,56,82,Rain,6
2015-11-05,62,50,56,68,NA,4
2015-11-06,64,46,55,70,NA,NA
2015-11-07,68,46,57,80,NA,1
2015-11-08,64,55,60,78,NA,4
2015-11-09,69,55,62,86,NA,6
2015-11-10,69,57,63,82,NA,5
2015-11-11,68,59,64,76,NA,6
2015-11-12,68,53,60,75,Rain-Thunderstorm,6
2015-11-13,62,44,53,58,NA,NA
2015-11-14,66,44,55,64,NA,4
2015-11-15,66,55,60,80,Rain,6
2015-11-16,64,57,60,94,Rain,7
2015-11-17,64,55,60,72,Rain,6
2015-11-18,62,51,58,71,Rain,7
2015-11-19,64,50,57,80,Rain,7
2015-11-20,68,57,62,77,Rain,6
2015-11-21,66,59,62,90,Rain,7
2015-11-22,66,59,62,83,Rain-Thunderstorm,6
2015-11-23,66,53,60,69,NA,4
2015-11-24,68,48,58,74,NA,4
2015-11-25,71,59,65,77,Rain,5
2015-11-26,73,64,68,86,Rain,6
2015-11-27,77,60,68,83,Rain,6
2015-11-28,75,60,68,88,Rain,7
2015-11-29,69,57,63,74,NA,6
2015-11-30,73,60,66,80,NA,7
2015-12-01,69,62,66,84,NA,6
2015-12-02,68,59,64,77,NA,7
2015-12-03,71,55,63,72,NA,6
2015-12-04,71,60,66,81,NA,5
2015-12-05,68,59,64,69,NA,6
2015-12-06,69,59,64,68,NA,4
2015-12-07,69,59,64,77,Rain,5
2015-12-08,66,59,62,61,NA,6
2015-12-09,68,59,64,67,Rain,6
2015-12-10,66,59,62,68,NA,7
2015-12-11,71,62,66,92,Rain,7
2015-12-12,77,62,70,76,Rain,6
2015-12-13,69,59,64,75,Rain,5
2015-12-14,66,57,62,62,NA,3
2015-12-15,68,59,64,68,Rain,6
2015-12-16,69,59,64,73,Rain,4
2015-12-17,66,55,60,66,Rain,5
2015-12-18,66,51,58,72,Rain,5
2015-12-19,69,59,64,75,NA,4
2015-12-20,69,59,64,75,NA,5
2015-12-21,71,60,66,76,NA,5
2015-12-22,73,62,68,75,NA,5
2015-12-23,71,59,65,76,Rain,6
2015-12-24,66,59,62,85,Rain,6
2015-12-25,68,57,62,79,Rain,7
2015-12-26,75,57,66,78,NA,2
2015-12-27,75,60,68,80,NA,5
2015-12-28,71,59,65,81,NA,4
2015-12-29,73,62,68,77,NA,4
2015-12-30,75,62,68,77,Rain,5
2015-12-31,78,60,69,71,NA,1
2016-01-01,68,62,65,82,Rain,6
2016-01-02,68,64,66,94,Rain,6
2016-01-03,77,66,72,91,Rain,7
2016-01-04,73,60,66,76,Rain,6
2016-01-05,69,55,62,69,NA,5
2016-01-06,69,57,63,65,NA,5
2016-01-07,71,60,66,65,Rain,7
2016-01-08,77,64,70,92,Rain,7
2016-01-09,69,64,66,81,Rain,6
2016-01-10,71,62,66,76,Rain,7
2016-01-11,75,59,67,72,NA,5
2016-01-12,69,62,66,87,Rain,6
2016-01-13,71,62,66,73,NA,5
2016-01-14,75,62,68,80,NA,5
2016-01-15,75,62,68,76,NA,4
2016-01-16,78,59,68,76,Rain,4
2016-01-17,78,66,72,80,Rain,5
2016-01-18,77,68,72,89,Rain,6
2016-01-19,75,62,68,78,Rain,5
2016-01-20,75,62,68,78,NA,4
2016-01-21,78,64,71,77,NA,5
2016-01-22,77,62,70,75,NA,5
2016-01-23,78,59,68,76,NA,3
2016-01-24,82,60,71,73,NA,1
2016-01-25,82,64,73,73,NA,4
2016-01-26,80,64,72,80,Rain,6
2016-01-27,77,69,73,91,Fog-Rain-Thunderstorm,6
2016-01-28,78,68,73,85,Fog-Rain,5
2016-01-29,77,68,72,84,Rain,6
2016-01-30,78,66,72,78,NA,4
2016-01-31,80,66,73,81,Rain-Thunderstorm,4
2016-02-01,78,68,73,78,NA,4
2016-02-02,78,66,72,77,NA,6
2016-02-03,78,66,72,77,NA,4
2016-02-04,77,64,70,65,Rain,7
2016-02-05,75,66,70,83,Rain,5
2016-02-06,78,66,72,87,Rain,7
2016-02-07,80,68,74,75,Rain,6
2016-02-08,75,66,70,78,Rain,7
2016-02-09,75,66,70,75,NA,7
2016-02-10,78,66,72,83,Rain,5
2016-02-11,78,64,71,80,NA,6
2016-02-12,78,64,71,81,Rain,4
2016-02-13,80,62,71,76,NA,3
2016-02-14,78,64,71,71,NA,5
2016-02-15,78,64,71,68,Rain,6
2016-02-16,77,66,72,79,Rain,6
2016-02-17,71,66,68,87,Rain,6
2016-02-18,78,68,73,88,Rain-Hail,6
2016-02-19,77,64,70,81,Rain,4
2016-02-20,75,59,67,74,NA,3
2016-02-21,75,66,70,75,NA,5
2016-02-22,78,60,69,77,NA,5
2016-02-23,77,62,70,74,NA,4
2016-02-24,77,60,68,79,NA,4
2016-02-25,75,57,66,77,NA,3
2016-02-26,78,60,69,77,NA,NA
2016-02-27,80,62,71,86,Rain,5
2016-02-28,78,69,74,88,Rain,6
2016-02-29,73,68,70,94,Rain,6
2016-03-01,71,64,68,88,Rain,7
2016-03-02,73,62,68,77,NA,6
2016-03-03,75,60,68,74,NA,5
2016-03-04,75,60,68,74,NA,6
2016-03-05,77,60,68,81,NA,3
2016-03-06,75,59,67,81,NA,4
2016-03-07,75,69,72,79,Rain,7
2016-03-08,75,68,72,76,NA,4
2016-03-09,73,64,68,74,Rain,5
2016-03-10,73,55,64,78,NA,5
2016-03-11,73,64,68,78,Rain,6
2016-03-12,71,55,63,61,NA,5
2016-03-13,73,55,64,70,NA,3
2016-03-14,73,55,64,77,NA,5
2016-03-15,75,59,67,81,Rain,6
2016-03-16,77,66,72,85,Rain,5
2016-03-17,69,62,66,93,Rain,6
2016-03-18,75,62,68,82,Rain,4
2016-03-19,73,62,68,76,NA,6
2016-03-20,75,62,68,80,Rain,5
2016-03-21,77,60,68,79,Rain,4
2016-03-22,75,64,70,76,NA,4
2016-03-23,71,68,70,88,Rain,7
2016-03-24,73,68,70,92,Rain,7
2016-03-25,75,66,70,90,Rain,4
2016-03-26,75,64,70,85,NA,5
2016-03-27,73,62,68,82,NA,3
2016-03-28,71,59,65,83,Rain,4
2016-03-29,73,59,66,78,NA,4
2016-03-30,73,59,66,62,NA,2
2016-03-31,69,57,63,76,NA,4
2016-04-01,69,62,66,79,Rain,5
2016-04-02,78,66,72,86,Rain,6
2016-04-03,75,64,70,88,Rain,4
2016-04-04,71,60,66,76,NA,4
2016-04-05,69,57,63,75,Rain,4
2016-04-06,68,50,59,68,NA,3
2016-04-07,68,50,59,79,NA,7
2016-04-08,69,55,62,84,Rain,5
2016-04-09,69,55,62,79,NA,4
2016-04-10,68,51,60,89,Rain,6
2016-04-11,69,57,63,85,NA,6
2016-04-12,73,57,65,83,Rain,4
2016-04-13,66,57,62,83,Rain,6
2016-04-14,69,55,62,77,Rain,4
2016-04-15,68,50,59,80,NA,3
2016-04-16,68,53,60,76,Rain,3
2016-04-17,66,59,62,94,Rain,7
2016-04-18,69,60,64,83,NA,4
2016-04-19,69,57,63,78,NA,5
2016-04-20,68,55,62,84,Fog,4
2016-04-21,69,55,62,75,Rain,6
2016-04-22,71,57,64,74,NA,5
2016-04-23,71,51,61,78,NA,5
2016-04-24,64,59,62,85,Rain,6
2016-04-25,68,59,64,72,Rain,5
2016-04-26,68,57,64,75,Rain,6
2016-04-27,68,51,60,83,Fog-Rain,4
2016-04-28,66,57,62,70,NA,8
2016-04-29,64,60,62,68,NA,8
2016-04-30,68,55,62,70,NA,6
2016-05-01,69,53,61,85,Rain,6
2016-05-02,73,57,65,87,Fog,5
2016-05-03,73,53,63,82,NA,4
2016-05-04,71,51,61,92,Fog,5
2016-05-05,71,60,66,86,Rain,6
2016-05-06,68,59,64,91,Fog-Rain,7
2016-05-07,68,55,62,88,Fog,6
2016-05-08,64,55,60,91,Fog,5
2016-05-09,69,55,62,90,Fog,2
2016-05-10,69,53,61,89,Fog,2
2016-05-11,69,64,66,92,Rain,7
2016-05-12,68,60,64,85,Rain,4
2016-05-13,71,57,64,86,Rain,4
2016-05-14,69,57,64,82,Rain,5
2016-05-15,68,55,62,88,Rain,5
2016-05-16,68,57,62,85,Rain-Thunderstorm,5
2016-05-17,66,55,60,68,Rain,6
2016-05-18,66,51,58,79,Rain-Thunderstorm,5
2016-05-19,66,57,62,79,Rain,5
2016-05-20,68,57,62,80,Rain-Thunderstorm,4
2016-05-21,62,53,58,87,Rain-Thunderstorm,5
2016-05-22,62,55,58,78,Rain,6
2016-05-23,57,51,54,83,Rain,6
2016-05-24,64,55,60,80,Rain,6
2016-05-25,64,53,58,84,Rain,5
2016-05-26,64,51,58,84,Rain,3
2016-05-27,64,53,58,86,Rain,5
2016-05-28,68,60,64,81,Rain,5
2016-05-29,66,55,60,87,Rain,6
2016-05-30,60,51,56,78,Rain,3
2016-05-31,59,51,55,78,Rain,5
2016-06-01,57,44,50,87,Fog-Rain,4
2016-06-02,57,44,50,76,NA,7
2016-06-03,57,39,48,86,NA,NA
2016-06-04,59,39,49,87,NA,NA
2016-06-05,59,41,50,88,NA,NA
2016-06-06,60,42,51,84,NA,3
2016-06-07,64,50,57,72,NA,4
2016-06-08,62,55,58,76,Rain,5
2016-06-09,66,59,62,88,Rain,6
2016-06-10,68,59,64,96,Rain,7
2016-06-11,62,53,58,89,Fog-Rain,6
2016-06-12,62,53,58,83,Rain,5
2016-06-13,57,44,50,72,Rain,4
2016-06-14,59,42,50,93,Rain,5
2016-06-15,60,51,56,93,Rain,5
2016-06-16,62,46,54,89,Rain,4
2016-06-17,59,44,52,89,NA,5
2016-06-18,57,46,52,88,Fog-Rain,6
2016-06-19,60,51,56,81,Fog,7
2016-06-20,64,44,54,92,Fog,3
2016-06-21,64,53,58,88,Fog-Rain,7
2016-06-22,62,60,61,96,Rain-Thunderstorm,7
2016-06-23,62,53,60,91,Rain,5
2016-06-24,60,50,55,81,Rain,5
2016-06-25,60,50,55,95,Rain,6
2016-06-26,62,50,56,85,Rain,5
2016-06-27,60,48,54,87,Rain,6
2016-06-28,60,51,56,85,Rain,3
2016-06-29,57,51,54,97,Rain,6
2016-06-30,59,50,54,95,Fog-Rain,7
2016-07-01,53,42,48,76,NA,1
2016-07-02,55,35,45,82,Fog,NA
2016-07-03,55,35,45,84,Fog,6
2016-07-04,60,41,50,90,Fog,4
2016-07-05,60,42,51,93,Fog-Rain,5
2016-07-06,51,42,46,100,Fog,4
2016-07-07,59,50,54,87,Rain,6
2016-07-08,60,55,58,90,Rain-Thunderstorm,6
2016-07-09,59,48,54,69,NA,5
2016-07-10,57,46,52,74,NA,3
2016-07-11,57,44,50,75,NA,4
2016-07-12,57,41,49,81,NA,4
2016-07-13,59,39,49,85,Rain,7
2016-07-14,59,50,54,83,Rain,5
2016-07-15,60,51,56,79,Rain-Thunderstorm,5
2016-07-16,57,50,54,76,Rain,4
2016-07-17,59,51,55,78,Rain,6
2016-07-18,57,50,54,78,Rain,5
2016-07-19,60,51,56,83,Rain,6
2016-07-20,57,51,54,78,Rain,6
2016-07-21,57,50,54,79,Rain,6
2016-07-22,59,48,54,85,Rain,6
2016-07-23,62,57,60,92,Rain,7
2016-07-24,64,55,60,75,Rain-Hail,7
2016-07-25,59,46,52,77,Rain,4
2016-07-26,60,48,54,90,Rain,5
2016-07-27,60,46,53,90,Rain,4
2016-07-28,60,51,56,86,Rain,5
2016-07-29,59,51,55,73,Rain,6
2016-07-30,60,51,56,78,Rain,6
2016-07-31,55,46,50,77,Rain,5
2016-08-01,59,48,54,86,Rain,4
2016-08-02,57,48,52,83,Rain,4
2016-08-03,60,51,56,89,Rain,6
2016-08-04,57,50,54,92,Rain,6
2016-08-05,57,48,52,84,Rain,4
2016-08-06,50,44,47,86,Rain,7
2016-08-07,51,46,48,68,Rain,3
2016-08-08,51,37,44,72,Rain,4
2016-08-09,55,39,47,75,Rain,5
2016-08-10,53,46,50,75,Rain,6
2016-08-11,59,48,54,79,NA,4
2016-08-12,60,42,51,87,NA,5
2016-08-13,59,48,54,87,Rain,5
2016-08-14,59,41,50,79,NA,7
2016-08-15,57,46,52,69,NA,7
2016-08-16,60,41,50,85,Fog,5
2016-08-17,59,42,50,85,Fog,3
2016-08-18,59,42,50,84,Fog,NA
2016-08-19,57,42,50,75,NA,6
2016-08-20,60,46,53,77,NA,7
2016-08-21,60,42,51,81,NA,4
2016-08-22,60,44,52,82,Rain,6
2016-08-23,60,48,54,86,NA,3
2016-08-24,57,46,52,96,Rain,6
2016-08-25,60,55,58,97,Rain,7
2016-08-26,64,55,60,82,Rain,6
2016-08-27,60,51,56,72,Rain,5
2016-08-28,60,48,54,81,NA,2
2016-08-29,57,48,52,85,Rain,6
2016-08-30,60,53,56,84,Rain,3
2016-08-31,60,48,54,81,NA,6
2016-09-01,59,46,52,88,Rain,6
2016-09-02,64,50,57,85,Rain,6
2016-09-03,60,55,58,90,Rain,7
2016-09-04,66,57,62,90,Rain,7
2016-09-05,60,55,58,77,Rain,6
2016-09-06,60,53,56,76,Rain,5
2016-09-07,60,51,56,73,Rain,6
2016-09-08,51,42,46,75,Rain,5
2016-09-09,53,44,48,61,NA,5
2016-09-10,57,44,50,72,NA,1
2016-09-11,60,39,50,74,NA,NA
2016-09-12,59,41,50,83,NA,5
2016-09-13,62,44,53,76,NA,7
2016-09-14,64,50,57,84,Rain,6
2016-09-15,57,55,56,94,Rain,7
2016-09-16,68,57,62,88,Rain,5
2016-09-17,60,57,58,91,Rain,6
